title,year,genre,rating,votes,plot,tags
Mafia III: Sign of the Times,2017,"action, crime, drama",7.4,21,"Haunted by the murder of his surrogate family, Lincoln joins Father James at Sammy's to find closure. But on their arrival, they collide with a deranged cult using sites of suffering and ...                See full summary »","['dark', 'combat', 'city', 'investigation', 'work', 'murder', 'drugs']"
Devil Daggers,2016,"action, adventure, horror",7.4,8,"Devil Daggers is a fast-paced shooter that places you in an abyssal arena to face endless legions of demons, Armed with versatile magic daggers and a fluid movement system, fight to survive as long as you can.","['singleplayer', 'atmospheric', 'first-person', 'horror', 'fps', 'difficult', 'survival', 'pixel graphics', 'retro', 'roguelike', 'fast-paced', 'bullet hell', 'demons', 'lovecraftian', 'arena shooter']"
History Adventures: Global Pandemics,2022,"animation, adventure, history",7.4,52,"Global Pandemics: Plague of Athens is a cutting-edge, Chrome browser-based, digital learning experience designed to enhance student understanding of the role of pandemics in world history.","['singleplayer', 'historical', 'turn-based strategy', 'colorful', 'management', 'economy', 'grand strategy', 'america', 'stylized', 'cartoony', 'alternate history', 'minimalist', 'immersive sim', 'diplomacy', 'strategy rpg', 'text-based', 'logic', 'political sim']"
Wallace & Gromit's Grand Adventures: Muzzled!,2009,"adventure, comedy, family",7.4,45,"Shortly after the holiday season, a charity fair comes into town, run by Monty Muzzle, to raise money for a new dog shelter, the old one being destroyed in the storm.","['singleplayer', 'tactical rpg', 'unity']"
ALTF4,2021,"animation, action",7.4,9,Missing,"['singleplayer', 'third person', 'partial controller support', 'exploration', 'survival', 'early access', 'mystery', 'physics', 'colorful', 'roguelike', 'medieval', 'cartoony', 'action roguelike', 'runner']"
Spyro 2: Season of Flame,2002,"action, adventure, fantasy",7.4,8,"After the abduction of the Dragon Realm's fireflies at the hands of the Rhynocs, causing the dragons to lose their ability to breathe fire, Spyro must recover the fireflies and uncover the culprit behind the firefly theft.","['singleplayer', 'exclusive']"
HuniePop 2: Double Date,2021,"comedy, fantasy, romance",7.4,42,"Take a trip to an exotic island paradise for a steamy new adventure in this long awaited sequel to the popular dating sim / puzzle game hybrid, HuniePop.","['rpg', 'nudity', 'mature', 'sexual content', 'romance', 'dating sim', 'match 3']"
Bloons Monkey City,2013,"action, adventure, fantasy",7.4,7,Missing,"['singleplayer',  'free to play', 'space', 'in-app purchases', 'battle', 'tower defense', 'economy', 'city', 'city builder', 'friends', 'science', 'defense', 'waves', 'tower', 'monkey', 'banana']"
Spyro: Season of Ice,2001,"action, adventure, family",7.4,7,"Spyro and Sparx are on holiday with Bianca and Hunter, when Hunter panics mistaking a balloon for a sheep in a flying saucer, Spyro finds on the balloon a message from Zoe asking for help from Grendor who is kidnapping fairies.","['singleplayer', 'exclusive']"
Boris and the Dark Survival,2020,"animation, action, adventure",7.4,6,Missing,"['horror', 'survival', 'dark', 'cartoon', 'secrets', 'hunt', 'sound', 'shadows', 'demon', 'wolf', 'bendy-and-the-ink-machine', 'bendy', 'batim', 'ink', 'boris', 'ink-machine']"
The Playroom VR,2016,"adventure, family",7.4,14,Missing,['exclusive']
Street Fighter IV,2008,"action, fantasy, sci-fi",7.4,1333,"Fighting game Street Fighter IV introduces a new system called Focus Attacks, as well as Ultra Moves.","['singleplayer', 'multiplayer', 'partial controller support', 'local multiplayer', 'competitive', ""beat 'em up""]"
Ar Tonelico II: Melody of Metafalica,2007,"adventure, family, fantasy",7.4,8,"In the world of Ar Ciel, the Reyvateil region is being threatened by an epidemic that's been killing the citizens. A knight from the Grand Bell, Croix, is sent there to deal with the ...                See full summary »",['exclusive']
Bus Simulator 18,2018,"animation, adventure, sport",7.4,14,Missing,"['singleplayer',  'multiplayer',  'co-op', 'open world', 'partial controller support', 'realistic', 'driving']"
Grand Theft Auto: Chinatown Wars,2009,"action, crime, drama",7.4,965,Triad gangster Huang Lee arrives in Liberty City to return a family heirloom and seek vengeance upon the thugs who murdered his father.,"['war', 'city', 'sword', 'murder', 'android', 'youtube', 'kid']"
King's Field IV,2001,"action, adventure, fantasy",7.4,15,An accursed idol that's responsible for destroying an ancient race has resurfaced to wreak havoc among the kingdoms of man. It's up to you to return the idol to the Ancient City to break ...                See full summary »,['exclusive']
Battletoads,1994,"action, fantasy, sci-fi",7.4,114,"The Dark Queen has returned to try and conquer the galaxy once again. Luckily, the Battletoads are ready as always to do whatever it takes to stop her - including facing countless enemies by themselves.","['singleplayer',  'multiplayer', 'full controller support',  'co-op', 'split screen', 'local multiplayer', 'retro', 'side scroller', ""beat 'em up"", 'combat', 'steam trading cards', 'hand-drawn', 'cartoony', 'cartoon', 'remote play together', 'shared/split screen co-op']"
Red Faction: Guerrilla,2009,"action, sci-fi",7.4,1001,Play as Alec Mason as he assists the rebellious Red Faction to overthrow the oppressive Earth Defense Force (EDF) on Mars.,"['singleplayer',  'multiplayer', 'full controller support', 'atmospheric',   'great soundtrack', 'co-op', 'open world', 'third person', 'sci-fi', 'fps', 'funny', 'steam leaderboards', 'sandbox', 'survival', 'controller', 'third-person shooter', 'physics', 'destruction', 'mars']"
Delta Force,1997,"action, adventure, war",7.4,107,"As a member of Delta Force, The word 'impossible' is not in your vocabulary, In Delta Force, You will conduct missions swiftly and silently, in every possible terrain, under every imaginable condition and through unconventional means.","['singleplayer', 'multiplayer', 'fps', 'classic', 'military']"
Solasta: Crown of the Magister,2020,"action, adventure, fantasy",7.4,19,Missing,"['singleplayer', 'rpg', 'fantasy', 'tactical', 'role-playing', 'turn-based', 'team-based', 'turn-based combat', 'turn-based tactics', 'crpg', 'party-based rpg', 'tactical rpg', 'grid-based movement']"
NosTale,2006,action,7.4,5,NosTale is a free-to-play anime action MMORPG which takes you on an exciting journey through a world full of mystery with your friends.,"['multiplayer', 'rpg', 'online co-op', 'free to play', 'online multiplayer', 'anime', 'mmo', 'mmorpg']"
Knights and Merchants: The Shattered Kingdom,1998,history,7.4,5,Missing,"['singleplayer', 'multiplayer']"
DC Universe Online,2011,"action, fantasy, sci-fi",7.4,731,"Lex Luthor travels back in time from a desolate future where Braniac has killed off all the superheroes and taken over the world, to ally with heroes of present day to form a plan to stop him by using the Exobyte data.","[ 'multiplayer', 'full controller support', 'rpg', 'co-op', 'open world', 'third person', 'online co-op', 'fantasy', 'free to play', 'role-playing', 'pvp', 'character customization', ""beat 'em up"", 'mmo', 'mmorpg', 'comic book', 'superhero', 'batman']"
Dinocity,1992,"action, family",7.4,14,"After getting transported to an alternate Earth where dinosaurs are sentient, Jamie and Timmy with the help of two friendly dinosaurs, Must recover a vital component from the Rockeys, A gang of villainous Neanderthals.","['singleplayer', 'multiplayer']"
Supraland,2018,"action, adventure, comedy",7.4,23,Embark on a valiant quest to save your toy village in the hit first-person open-world metroidvania puzzle platformer.,"['singleplayer',  'full controller support', 'first-person', 'exploration', 'early access', 'metroidvania', 'puzzle-platformer']"
Secret Files 2: Puritas Cordis,2008,adventure,7.4,133,"Earthquakes, tsunamis, civil wars - the end of the world is near. However, Nina and Max soon realize that a ruthless cult plays a cruel role behind these catastrophes.","['singleplayer', 'female protagonist', 'point & click']"
Dorimumikkusu Tivi: Warudo faitazu,2003,"action, fantasy",7.4,11,Missing,"['singleplayer',  'pixel graphics', 'racer']"
Farm Frenzy 2,2008,family,7.4,9,"There's nothing wrong with indulging in a little ""fowl play"" when it's Farm Frenzy 2, the all-new sequel to the smash hit of 2007! The fun never stops as you grow grass, feed chickens, collect eggs and take your produce to market.","['singleplayer', 'agriculture']"
No One Lives Under the Lighthouse,2020,"horror, mystery",7.4,10,"You arrive at the old lighthouse on a small island near the coast of the United States. After the previous keeper has gone missing, you need to take over his duties and watch after the light.","['singleplayer',  'atmospheric', 'story rich', 'first-person', 'horror', 'exploration', 'retro', 'dark', 'short', 'mystery', 'walking simulator', 'surreal', 'lovecraftian', 'thriller', 'creepy']"
Resident Evil VII: Biohazard - End of Zoe,2017,"action, horror, sci-fi",7.4,295,"After Zoe stayed behind at the pier where Ethan and Mia left her, she is calcified by Eveline in retaliation for helping them escape but survives. Ethan calls for help for Zoe, and BSAA operators in Blue Umbrella gear come to her aid.","['singleplayer',  'multiplayer', 'full controller support', 'atmospheric',   'story rich', 'first-person', 'horror', 'fps', 'gore', 'classic', 'exploration', 'survival', 'violent', 'action-adventure', 'zombies', 'survival horror', 'cinematic', 'memes', 'vr', 'detective', 'america']"
Beyond Blue,2020,adventure,7.4,27,"Set in the near future, it explores the mysteries of our ocean through the eyes of Mirai, a deep-water explorer and scientist. Become a part of a research team using groundbreaking technologies to see, hear, and interact with the ocean","['singleplayer', 'full controller support', 'exploration', 'underwater']"
Destiny 2: Beyond Light,2020,"action, adventure, fantasy",7.4,196,"A new power is born out of the ancient Pyramid ship above Europa, and a dark empire has risen beneath. The Guardians will explore a changed universe, with a new destination, new adventures, and even new powers to explore.","['atmospheric', 'great soundtrack', 'open world', 'fps', 'mmorpg', 'loot', 'looter shooter', 'cosmos']"
GrimGrimoire,2007,"adventure, fantasy, mystery",7.4,23,"In GrimGrimoire, the player character is a young magician who has just arrived at her new spellcasting academy only to be the only one to escape its destruction. She travels back in time to...                See full summary »","['multiplayer', 'console', 'beautiful', 'death', 'school', 'versus']"
Nidhogg,2014,"action, adventure, comedy",7.4,30,"Nidhogg is the ultimate 2d-side-scroller two-player fighting game, In this fast-paced action-packed fencing game, You will never get bored, Can you reach the end of the road and meet the majestic beast ?","['singleplayer',  'multiplayer', 'full controller support', 'great soundtrack', 'co-op', 'funny', 'steam leaderboards', 'local co-op', 'controller', 'pixel graphics', 'local multiplayer', 'stats', 'pvp', 'fast-paced', 'competitive', 'swordplay', 'gamemaker']"
Chorus,2021,"action, adventure, sci-fi",7.4,54,"Take control of Nara, once the Circle's deadliest warrior, now their most wanted fugitive, on a quest to destroy the dark cult that created her. Unlock devastating weapons and mind-bending ...                See full summary »","['singleplayer', 'full controller support', 'sci-fi', 'female protagonist']"
Ratatouille,2007,"adventure, family",7.4,720,A nice food-loving rat makes his way to a restaurant where he helps a young inexperienced chef battle a food critic with a little help from a ghost of a former chef.,['singleplayer']
Pro Evolution Soccer 2008,2007,sport,7.4,586,"The 2008 edition of Pro Evolution Soccer's football simulation game, including licensed teams from La Liga, Eredivisie, Ligue 1, and Serie A, as well as unlicensed teams from the Premier League.",['soccer']
Burnout Dominator,2007,action,7.4,97,Push The Limits of Reckless Driving,"['combat', 'battle', 'cars', 'drift']"
Wolfenstein,2009,"action, adventure, fantasy",7.4,1585,B.J is sent to Isenstadt to find and retrieve the Thule Medallion and 4 crystals to prevent the Nazis from using it.,"['battle', 'evil']"
The Godfather II,2009,"action, crime, drama",7.4,1264,A video game in which players control a new member of the Corleone crime family who is rising through the ranks.,"['crime', 'fight', 'business']"
